epoch,step,train_loss_epoch,train_loss_step,val_MAE,val_MAPE,val_MASE,val_RMSE,val_SMAPE,val_loss
6,2253,,,2.467017889022827,0.014912890270352364,1.1219062805175781,6.258213520050049,0.01500354241579771,2.004040002822876
6,2253,1.9410111904144287,,,,,,,
7,2299,,1.9483429193496704,,,,,,
7,2349,,1.8614227771759033,,,,,,
7,2399,,2.0129144191741943,,,,,,
7,2449,,1.8356202840805054,,,,,,
7,2499,,2.030135154724121,,,,,,
7,2549,,1.8811142444610596,,,,,,
7,2575,,,2.316621780395508,0.013920753262937069,1.0632628202438354,5.974583625793457,0.013971304520964622,1.971803069114685
7,2575,1.9329181909561157,,,,,,,
8,2599,,1.866495132446289,,,,,,
8,2649,,1.9986228942871094,,,,,,
8,2699,,1.9071223735809326,,,,,,
8,2749,,1.8180545568466187,,,,,,
8,2799,,1.819509506225586,,,,,,
8,2849,,1.9459367990493774,,,,,,
8,2897,,,2.283496618270874,0.013750710524618626,1.0507923364639282,5.890900611877441,0.013799043372273445,1.959135890007019
8,2897,1.921099305152893,,,,,,,
9,2899,,1.7758171558380127,,,,,,
9,2949,,2.045355796813965,,,,,,
9,2999,,2.1001739501953125,,,,,,
9,3049,,1.8194125890731812,,,,,,
9,3099,,1.8873859643936157,,,,,,
9,3149,,1.8881785869598389,,,,,,
9,3199,,1.8223087787628174,,,,,,
9,3219,,,2.3875083923339844,0.014504119753837585,1.087990641593933,6.060946941375732,0.014535937458276749,1.9789522886276245
9,3219,1.9132235050201416,,,,,,,
10,3249,,1.9416313171386719,,,,,,
10,3299,,1.9848861694335938,,,,,,
10,3349,,1.928299903869629,,,,,,
10,3399,,1.9313175678253174,,,,,,
10,3449,,1.9425798654556274,,,,,,
10,3499,,1.9000734090805054,,,,,,
10,3541,,,2.2743587493896484,0.013950375840067863,1.0434701442718506,5.830646514892578,0.013956990092992783,1.9485652446746826
10,3541,1.9036065340042114,,,,,,,
11,3549,,1.867532730102539,,,,,,
11,3599,,1.8874927759170532,,,,,,
11,3649,,1.9548267126083374,,,,,,
11,3699,,2.0895705223083496,,,,,,
11,3749,,1.8915212154388428,,,,,,
11,3799,,1.8058052062988281,,,,,,
11,3849,,1.9296448230743408,,,,,,
11,3863,,,2.3720486164093018,0.014252984896302223,1.0795024633407593,6.008548259735107,0.014296655543148518,1.9827557802200317
11,3863,1.8936426639556885,,,,,,,
12,3899,,1.974708914756775,,,,,,
12,3949,,1.8083436489105225,,,,,,
12,3999,,1.9439204931259155,,,,,,
12,4049,,1.7881816625595093,,,,,,
12,4099,,1.7793394327163696,,,,,,
12,4149,,1.898707628250122,,,,,,
12,4185,,,2.2861359119415283,0.014051546342670918,1.0654830932617188,5.800564289093018,0.014074340462684631,1.962169885635376
12,4185,1.8898794651031494,,,,,,,
13,4199,,1.8818355798721313,,,,,,
13,4249,,1.8386552333831787,,,,,,
13,4299,,1.8021299839019775,,,,,,
13,4349,,1.876887321472168,,,,,,
13,4399,,1.9180376529693604,,,,,,
13,4449,,2.0029335021972656,,,,,,
13,4499,,1.91472589969635,,,,,,
13,4507,,,2.3574962615966797,0.014285104349255562,1.078521966934204,6.1464033126831055,0.014300499111413956,1.9765665531158447
13,4507,1.882314920425415,,,,,,,
14,4549,,1.838819146156311,,,,,,
14,4599,,2.0319504737854004,,,,,,
14,4649,,1.91544508934021,,,,,,
14,4699,,1.8154230117797852,,,,,,
14,4749,,1.7627689838409424,,,,,,
14,4799,,1.8098642826080322,,,,,,
14,4829,,,2.3766260147094727,0.014672099612653255,1.1053889989852905,5.927721977233887,0.014737593941390514,2.002310276031494
14,4829,1.873396396636963,,,,,,,
15,4849,,1.8900020122528076,,,,,,
15,4899,,1.8241018056869507,,,,,,
15,4949,,1.9366899728775024,,,,,,
15,4999,,1.901605248451233,,,,,,
15,5049,,1.887735366821289,,,,,,
15,5099,,1.8555415868759155,,,,,,
15,5149,,1.7937129735946655,,,,,,
15,5151,,,2.3931498527526855,0.014643085189163685,1.1086289882659912,6.054008960723877,0.014698842540383339,2.007150650024414
15,5151,1.8676930665969849,,,,,,,
16,5199,,1.9415943622589111,,,,,,
16,5249,,1.9876525402069092,,,,,,
16,5299,,1.840597152709961,,,,,,
16,5349,,1.902696967124939,,,,,,
16,5399,,1.7612411975860596,,,,,,
16,5449,,1.8179514408111572,,,,,,
16,5473,,,2.366126775741577,0.014482695609331131,1.0893323421478271,6.121368885040283,0.01447603851556778,1.9822661876678467
16,5473,1.8606412410736084,,,,,,,
17,5499,,1.7991050481796265,,,,,,
17,5549,,1.789815902709961,,,,,,
17,5599,,1.8958313465118408,,,,,,
17,5649,,1.8452907800674438,,,,,,
17,5699,,1.7715866565704346,,,,,,
17,5749,,1.7798690795898438,,,,,,
17,5795,,,2.3967504501342773,0.01456634420901537,1.1006344556808472,6.152844429016113,0.014596974477171898,1.9978985786437988
17,5795,1.8560456037521362,,,,,,,
18,5799,,1.910459280014038,,,,,,
18,5849,,1.849657416343689,,,,,,
18,5899,,1.8524144887924194,,,,,,
18,5949,,1.7395408153533936,,,,,,
18,5999,,1.6716842651367188,,,,,,
18,6049,,1.9393396377563477,,,,,,
18,6099,,1.8102161884307861,,,,,,
18,6117,,,2.359971523284912,0.014548735693097115,1.0845085382461548,6.025599479675293,0.014568321406841278,1.9798457622528076
18,6117,1.8495190143585205,,,,,,,
19,6149,,1.8033212423324585,,,,,,
19,6199,,1.867815613746643,,,,,,
19,6249,,1.851841926574707,,,,,,
19,6299,,1.8563579320907593,,,,,,
19,6349,,1.8268734216690063,,,,,,
19,6399,,1.7878713607788086,,,,,,
19,6439,,,2.408783435821533,0.014528109692037106,1.0968928337097168,6.20488977432251,0.014529193751513958,1.9894137382507324
19,6439,1.8457025289535522,,,,,,,
20,6449,,1.8521114587783813,,,,,,
20,6499,,1.8377494812011719,,,,,,
20,6549,,1.872961401939392,,,,,,
20,6599,,1.829446792602539,,,,,,
20,6649,,1.8083537817001343,,,,,,
20,6699,,1.8283218145370483,,,,,,
20,6749,,1.848578691482544,,,,,,
20,6761,,,2.3959853649139404,0.014764425344765186,1.1027449369430542,6.108689308166504,0.014779968187212944,1.9947174787521362
20,6761,1.8422514200210571,,,,,,,
