Price,Adj Close,Close,High,Low,Open,Volume
Ticker,AMZN,AMZN,AMZN,AMZN,AMZN,AMZN
Date,,,,,,
2011-01-03,9.211000442504883,9.211000442504883,9.300000190734863,9.060500144958496,9.068499565124512,106628000
2011-01-04,9.250499725341797,9.250499725341797,9.385000228881836,9.189000129699707,9.307499885559082,100636000
2011-01-05,9.371000289916992,9.371000289916992,9.3725004196167,9.203499794006348,9.204999923706055,68376000
2011-01-06,9.293000221252441,9.293000221252441,9.370499610900879,9.262499809265137,9.324999809265137,63594000
2011-01-07,9.274499893188477,9.274499893188477,9.422499656677246,9.187000274658203,9.394000053405762,104434000
2011-01-10,9.234000205993652,9.234000205993652,9.26449966430664,9.125499725341797,9.251999855041504,67518000
2011-01-11,9.217000007629395,9.217000007629395,9.300000190734863,9.160499572753906,9.270999908447266,56284000
2011-01-12,9.204000473022461,9.204000473022461,9.269000053405762,9.164999961853027,9.267999649047852,53582000
2011-01-13,9.27649974822998,9.27649974822998,9.322500228881836,9.17549991607666,9.180000305175781,67340000
2011-01-14,9.4375,9.4375,9.446999549865723,9.246000289916992,9.274999618530273,73256000
2011-01-18,9.5625,9.5625,9.579999923706055,9.412500381469727,9.432999610900879,77924000
2011-01-19,9.343500137329102,9.343500137329102,9.550000190734863,9.310500144958496,9.545000076293945,77648000
2011-01-20,9.097999572753906,9.097999572753906,9.342499732971191,9.050000190734863,9.26449966430664,114198000
2011-01-21,8.871000289916992,8.871000289916992,9.162500381469727,8.842000007629395,9.149999618530273,136124000
2011-01-24,8.842499732971191,8.842499732971191,8.924500465393066,8.707500457763672,8.897500038146973,112006000
2011-01-25,8.835000038146973,8.835000038146973,8.837499618530273,8.71399974822998,8.774999618530273,93020000
2011-01-26,8.769499778747559,8.769499778747559,8.894499778747559,8.731499671936035,8.875499725341797,75244000
2011-01-27,9.22249984741211,9.22249984741211,9.25,8.865500450134277,8.87399959564209,291888000
2011-01-28,8.557000160217285,8.557000160217285,8.685500144958496,8.345000267028809,8.572500228881836,398164000
2011-01-31,8.482000350952148,8.482000350952148,8.571999549865723,8.370499610900879,8.508000373840332,134362000
2011-02-01,8.605500221252441,8.605500221252441,8.654999732971191,8.475500106811523,8.526000022888184,101718000
2011-02-02,8.67650032043457,8.67650032043457,8.760000228881836,8.543499946594238,8.571000099182129,90950000
2011-02-03,8.685500144958496,8.685500144958496,8.733499526977539,8.59749984741211,8.675000190734863,73578000
2011-02-04,8.796500205993652,8.796500205993652,8.85949993133545,8.6875,8.699999809265137,86956000
2011-02-07,8.821499824523926,8.821499824523926,8.8774995803833,8.738499641418457,8.807499885559082,105094000
2011-02-08,9.152999877929688,9.152999877929688,9.155500411987305,8.829500198364258,8.833000183105469,155898000
2011-02-09,9.265000343322754,9.265000343322754,9.32349967956543,9.11299991607666,9.157500267028809,166254000
2011-02-10,9.310500144958496,9.310500144958496,9.362000465393066,9.180000305175781,9.219499588012695,106628000
2011-02-11,9.462499618530273,9.462499618530273,9.475000381469727,9.268500328063965,9.277999877929688,89758000
2011-02-14,9.520999908447266,9.520999908447266,9.569999694824219,9.417499542236328,9.462499618530273,81226000
2011-02-15,9.451499938964844,9.451499938964844,9.524499893188477,9.412500381469727,9.43649959564209,77818000
2011-02-16,9.331000328063965,9.331000328063965,9.5,9.317500114440918,9.488499641418457,92564000
2011-02-17,9.387999534606934,9.387999534606934,9.454500198364258,9.26550006866455,9.28849983215332,68510000
2011-02-18,9.324999809265137,9.324999809265137,9.425000190734863,9.256500244140625,9.376999855041504,83572000
2011-02-22,9.020999908447266,9.020999908447266,9.236000061035156,8.965999603271484,9.184000015258789,112742000
2011-02-23,8.833999633789062,8.833999633789062,9.057499885559082,8.719499588012695,9.012499809265137,109640000
2011-02-24,8.887499809265137,8.887499809265137,8.987500190734863,8.727999687194824,8.843000411987305,93130000
2011-02-25,8.862000465393066,8.862000465393066,9.037500381469727,8.854999542236328,8.947500228881836,83828000
2011-02-28,8.66450023651123,8.66450023651123,8.794500350952148,8.607500076293945,8.695500373840332,135664000
2011-03-01,8.472000122070312,8.472000122070312,8.697999954223633,8.433500289916992,8.67650032043457,116942000
2011-03-02,8.60099983215332,8.60099983215332,8.664999961853027,8.417499542236328,8.454500198364258,103714000
2011-03-03,8.63949966430664,8.63949966430664,8.722999572753906,8.602499961853027,8.685500144958496,82764000
2011-03-04,8.583499908447266,8.583499908447266,8.637499809265137,8.475500106811523,8.630999565124512,98486000
2011-03-07,8.454000473022461,8.454000473022461,8.604499816894531,8.312000274658203,8.595999717712402,118658000
2011-03-08,8.344499588012695,8.344499588012695,8.48550033569336,8.336000442504883,8.469499588012695,84380000
2011-03-09,8.452500343322754,8.452500343322754,8.487500190734863,8.194999694824219,8.333499908447266,142178000
2011-03-10,8.307000160217285,8.307000160217285,8.423500061035156,8.241000175476074,8.353500366210938,119968000
2011-03-11,8.403499603271484,8.403499603271484,8.460000038146973,8.206000328063965,8.274999618530273,92198000
2011-03-14,8.33650016784668,8.33650016784668,8.404000282287598,8.228500366210938,8.329999923706055,80440000
2011-03-15,8.253999710083008,8.253999710083008,8.343999862670898,8.038000106811523,8.069499969482422,98690000
