epoch,step,train_loss_epoch,train_loss_step,val_MAE,val_MAPE,val_MASE,val_RMSE,val_SMAPE,val_loss
0,49,,1.9203643798828125,,,,,,
0,99,,1.786791443824768,,,,,,
0,149,,1.7799075841903687,,,,,,
0,199,,1.7816417217254639,,,,,,
0,249,,1.833597183227539,,,,,,
0,299,,1.8135807514190674,,,,,,
0,321,,,2.3674347400665283,0.014605417847633362,1.0993151664733887,6.014930725097656,0.01463323924690485,2.001422643661499
0,321,1.8450465202331543,,,,,,,
1,349,,1.7409179210662842,,,,,,
1,399,,1.6887445449829102,,,,,,
1,449,,1.9484409093856812,,,,,,
1,499,,1.7570406198501587,,,,,,
1,549,,1.9118324518203735,,,,,,
1,599,,1.8714593648910522,,,,,,
1,643,,,2.412595748901367,0.014832650311291218,1.1075998544692993,6.173828601837158,0.014832356944680214,2.003903388977051
1,643,1.8284687995910645,,,,,,,
2,649,,1.7132612466812134,,,,,,
2,699,,1.778357744216919,,,,,,
2,749,,1.8849636316299438,,,,,,
2,799,,1.7602851390838623,,,,,,
2,849,,1.8799140453338623,,,,,,
2,899,,1.8238235712051392,,,,,,
2,949,,1.871686339378357,,,,,,
2,965,,,2.415597915649414,0.01499861665070057,1.132477045059204,6.107006549835205,0.015060463920235634,2.0297799110412598
2,965,1.8278658390045166,,,,,,,
3,999,,1.7858461141586304,,,,,,
3,1049,,1.7596718072891235,,,,,,
3,1099,,1.7392075061798096,,,,,,
3,1149,,1.7603940963745117,,,,,,
3,1199,,1.8711631298065186,,,,,,
3,1249,,1.891925573348999,,,,,,
3,1287,,,2.452277421951294,0.014859471470117569,1.1201362609863281,6.354834079742432,0.01486701238900423,2.0193216800689697
3,1287,1.8247385025024414,,,,,,,
4,1299,,1.8149995803833008,,,,,,
4,1349,,1.6872775554656982,,,,,,
4,1399,,1.8054625988006592,,,,,,
4,1449,,1.8687384128570557,,,,,,
4,1499,,1.7731021642684937,,,,,,
4,1549,,1.6069740056991577,,,,,,
4,1599,,1.8342006206512451,,,,,,
4,1609,,,2.3520092964172363,0.014303112402558327,1.090467095375061,6.143179893493652,0.014348448254168034,1.9995406866073608
4,1609,1.8210316896438599,,,,,,,
5,1649,,1.8836971521377563,,,,,,
5,1699,,1.8328176736831665,,,,,,
5,1749,,1.7979466915130615,,,,,,
5,1799,,1.659979224205017,,,,,,
5,1849,,1.8701391220092773,,,,,,
5,1899,,1.8847672939300537,,,,,,
5,1931,,,2.336698055267334,0.014312641695141792,1.0823144912719727,5.84593391418457,0.014340554364025593,1.9909595251083374
5,1931,1.8171865940093994,,,,,,,
6,1949,,1.7138736248016357,,,,,,
6,1999,,1.7308225631713867,,,,,,
