IDX_CD,CMP_CD,CMP_KOR,SEC_NM_KOR,기준일
G45,041460,한국전자인증,IT,2024-06-20
G45,217190,제너셈,IT,2024-06-20
G45,288620,에스퓨얼셀,IT,2024-06-20
G45,355390,크라우드웍스,IT,2024-06-20
G45,101390,아이엠,IT,2024-06-20
G45,049480,오픈베이스,IT,2024-06-20
G45,064480,브리지텍,IT,2024-06-20
G45,352910,오비고,IT,2024-06-20
G45,445180,퓨릿,IT,2024-06-20
G45,285490,노바텍,IT,2024-06-20
G45,155650,와이엠씨,IT,2024-06-20
G45,031820,콤텍시스템,IT,2024-06-20
G45,452190,한빛레이저,IT,2024-06-20
G45,417840,저스템,IT,2024-06-20
G45,042500,링네트,IT,2024-06-20
G45,333620,엔시스,IT,2024-06-20
G45,263600,덕우전자,IT,2024-06-20
G45,094970,제이엠티,IT,2024-06-20
G45,046970,우리로,IT,2024-06-20
G45,053980,오상자이엘,IT,2024-06-20
G45,417790,트루엔,IT,2024-06-20
G45,368770,파이버프로,IT,2024-06-20
G45,227950,엔투텍,IT,2024-06-20
G45,057680,티사이언티픽,IT,2024-06-20
G45,192250,케이사인,IT,2024-06-20
G45,307180,아이엘사이언스,IT,2024-06-20
G45,320000,윈텍,IT,2024-06-20
G45,052900,KX하이텍,IT,2024-06-20
G45,032790,엠젠솔루션,IT,2024-06-20
G45,033130,디지틀조선,IT,2024-06-20
G45,224110,에이텍모빌리티,IT,2024-06-20
G45,089790,제이티,IT,2024-06-20
G45,173130,오파스넷,IT,2024-06-20
G45,036710,심텍홀딩스,IT,2024-06-20
G45,096690,에이루트,IT,2024-06-20
G45,140070,서플러스글로벌,IT,2024-06-20
G45,370090,퓨런티어,IT,2024-06-20
G45,196450,코아시아씨엠,IT,2024-06-20
G45,049630,재영솔루텍,IT,2024-06-20
G45,290670,대보마그네틱,IT,2024-06-20
G45,396300,세아메카닉스,IT,2024-06-20
G45,054800,아이디스홀딩스,IT,2024-06-20
G45,043260,성호전자,IT,2024-06-20
G45,066670,디티씨,IT,2024-06-20
G45,417500,제이아이테크,IT,2024-06-20
G45,093920,서원인텍,IT,2024-06-20
G45,158430,아톤,IT,2024-06-20
G45,355690,에이텀,IT,2024-06-20
G45,150900,파수,IT,2024-06-20
G45,054920,한컴위드,IT,2024-06-20
G45,038060,루멘스,IT,2024-06-20
G45,092190,서울바이오시스,IT,2024-06-20
G45,056700,신화인터텍,IT,2024-06-20
G45,220180,핸디소프트,IT,2024-06-20
G45,031310,아이즈비전,IT,2024-06-20
G45,382480,지아이텍,IT,2024-06-20
G45,288980,모아데이타,IT,2024-06-20
G45,377030,맥스트,IT,2024-06-20
G45,424980,마이크로투나노,IT,2024-06-20
G45,360350,코셈,IT,2024-06-20
G45,041520,이엘씨,IT,2024-06-20
G45,347890,엠투아이,IT,2024-06-20
G45,054040,한국컴퓨터,IT,2024-06-20
G45,254120,자비스,IT,2024-06-20
G45,219420,링크제니시스,IT,2024-06-20
G45,032680,소프트센,IT,2024-06-20
G45,060230,소니드,IT,2024-06-20
G45,163730,핑거,IT,2024-06-20
G45,057540,옴니시스템,IT,2024-06-20
G45,093190,빅솔론,IT,2024-06-20
G45,017900,광전자,IT,2024-06-20
G45,274400,이노시뮬레이션,IT,2024-06-20
G45,092300,현우산업,IT,2024-06-20
G45,256630,포인트엔지니어링,IT,2024-06-20
G45,049080,기가레인,IT,2024-06-20
G45,147760,피엠티,IT,2024-06-20
G45,094940,푸른기술,IT,2024-06-20
G45,290740,액트로,IT,2024-06-20
G45,039420,케이엘넷,IT,2024-06-20
G45,242040,나무기술,IT,2024-06-20
G45,106080,하이소닉,IT,2024-06-20
G45,357580,아모센스,IT,2024-06-20
G45,340930,유일에너테크,IT,2024-06-20
G45,264850,이랜시스,IT,2024-06-20
G45,303030,지니틱스,IT,2024-06-20
G45,067920,이글루,IT,2024-06-20
G45,347770,핌스,IT,2024-06-20
G45,080000,에스엔유,IT,2024-06-20
G45,336060,웨이버스,IT,2024-06-20
G45,238490,힘스,IT,2024-06-20
G45,323350,다원넥스뷰,IT,2024-06-20
G45,376980,원티드랩,IT,2024-06-20
G45,039290,인포뱅크,IT,2024-06-20
G45,279600,미디어젠,IT,2024-06-20
G45,171010,램테크놀러지,IT,2024-06-20
G45,060850,영림원소프트랩,IT,2024-06-20
G45,452400,이닉스,IT,2024-06-20
G45,351330,이삭엔지니어링,IT,2024-06-20
G45,388790,라이콤,IT,2024-06-20
G45,072990,에이치시티,IT,2024-06-20
G45,033320,제이씨현시스템,IT,2024-06-20
G45,318020,포인트모바일,IT,2024-06-20
G45,051380,피씨디렉트,IT,2024-06-20
G45,036170,클라우드에어,IT,2024-06-20
G45,115440,우리넷,IT,2024-06-20
G45,263860,지니언스,IT,2024-06-20
G45,290090,트윔,IT,2024-06-20
G45,064850,에프앤가이드,IT,2024-06-20
G45,267850,아시아나IDT,IT,2024-06-20
G45,170790,파이오링크,IT,2024-06-20
G45,037330,인지디스플레,IT,2024-06-20
G45,271830,팸텍,IT,2024-06-20
G45,037950,엘컴텍,IT,2024-06-20
G45,042110,에스씨디,IT,2024-06-20
G45,032580,피델릭스,IT,2024-06-20
G45,303530,이노뎁,IT,2024-06-20
G45,411080,샌즈랩,IT,2024-06-20
G45,011230,삼화전자,IT,2024-06-20
G45,056360,코위버,IT,2024-06-20
G45,139670,키네마스터,IT,2024-06-20
G45,094840,슈프리마에이치큐,IT,2024-06-20
G45,131760,파인텍,IT,2024-06-20
G45,241770,메카로,IT,2024-06-20
G45,100030,인지소프트,IT,2024-06-20
G45,429270,시지트로닉스,IT,2024-06-20
G45,368600,아이씨에이치,IT,2024-06-20
G45,450520,인스웨이브시스템즈,IT,2024-06-20
G45,037030,파워넷,IT,2024-06-20
G45,069410,엔텔스,IT,2024-06-20
G45,197140,디지캡,IT,2024-06-20
G45,301300,바이브컴퍼니,IT,2024-06-20
G45,080520,오디텍,IT,2024-06-20
G45,376190,LB루셈,IT,2024-06-20
G45,240600,유진테크놀로지,IT,2024-06-20
G45,311320,지오엘리먼트,IT,2024-06-20
G45,317770,엑스페릭스,IT,2024-06-20
G45,065440,이루온,IT,2024-06-20
G45,073110,엘엠에스,IT,2024-06-20
G45,020180,대신정보통신,IT,2024-06-20
G45,050960,수산아이앤티,IT,2024-06-20
G45,087600,픽셀플러스,IT,2024-06-20
G45,060540,에스에이티,IT,2024-06-20
G45,140430,카티스,IT,2024-06-20
G45,025770,한국정보통신,IT,2024-06-20
G45,258610,케일럼,IT,2024-06-20
G45,322180,티라유텍,IT,2024-06-20
G45,032540,TJ미디어,IT,2024-06-20
G45,217500,러셀,IT,2024-06-20
G45,327260,RF머트리얼즈,IT,2024-06-20
G45,049120,파인디앤씨,IT,2024-06-20
G45,137080,나래나노텍,IT,2024-06-20
G45,115310,인포바인,IT,2024-06-20
G45,046310,백금T&A,IT,2024-06-20
G45,088280,쏘닉스,IT,2024-06-20
G45,039010,현대에이치티,IT,2024-06-20
G45,143540,영우디에스피,IT,2024-06-20
G45,340810,씨유박스,IT,2024-06-20
G45,356680,엑스게이트,IT,2024-06-20
G45,306620,네온테크,IT,2024-06-20
G45,052860,아이앤씨,IT,2024-06-20
G45,115610,이미지스,IT,2024-06-20
G45,189690,포시에스,IT,2024-06-20
G45,438700,버넥트,IT,2024-06-20
G45,015260,에이엔피,IT,2024-06-20
G45,002230,피에스텍,IT,2024-06-20
G45,033560,블루콤,IT,2024-06-20
G45,081580,성우전자,IT,2024-06-20
G45,072130,유엔젤,IT,2024-06-20
G45,078000,텔코웨어,IT,2024-06-20
G45,419120,산돌,IT,2024-06-20
G45,069510,에스텍,IT,2024-06-20
G45,263800,데이타솔루션,IT,2024-06-20
G45,020760,일진디스플,IT,2024-06-20
G45,004270,남성,IT,2024-06-20
G45,004920,씨아이테크,IT,2024-06-20
G45,189330,씨이랩,IT,2024-06-20
G45,377330,이지트로닉스,IT,2024-06-20
G45,067010,이씨에스,IT,2024-06-20
G45,100590,머큐리,IT,2024-06-20
G45,053350,이니텍,IT,2024-06-20
G45,317120,라닉스,IT,2024-06-20
G45,153490,우리이앤엘,IT,2024-06-20
G45,262840,아이퀘스트,IT,2024-06-20
G45,413640,비아이매트릭스,IT,2024-06-20
G45,263810,상신전자,IT,2024-06-20
G45,099390,브레인즈컴퍼니,IT,2024-06-20
G45,148930,에이치와이티씨,IT,2024-06-20
G45,193250,링크드,IT,2024-06-20
G45,009310,참엔지니어링,IT,2024-06-20
G45,012340,뉴인텍,IT,2024-06-20
G45,109080,옵티시스,IT,2024-06-20
G45,148780,비큐AI,IT,2024-06-20
G45,052600,한네트,IT,2024-06-20
G45,434480,모니터랩,IT,2024-06-20
G45,129890,앱코,IT,2024-06-20
G45,059100,아이컴포넌트,IT,2024-06-20
G45,010280,쌍용정보통신,IT,2024-06-20
G45,432470,케이엔에스,IT,2024-06-20
G45,052460,아이크래프트,IT,2024-06-20
G45,115500,케이씨에스,IT,2024-06-20
G45,187220,디티앤씨,IT,2024-06-20
G45,083470,이엠앤아이,IT,2024-06-20
G45,203450,유니온커뮤니티,IT,2024-06-20
G45,208710,바이오로그디바이스,IT,2024-06-20
G45,357880,비트나인,IT,2024-06-20
G45,367000,플래티어,IT,2024-06-20
G45,068100,케이웨더,IT,2024-06-20
G45,297570,알로이스,IT,2024-06-20
G45,225190,LK삼양,IT,2024-06-20
G45,177350,베셀,IT,2024-06-20
G45,131090,시큐브,IT,2024-06-20
G45,065370,위세아이텍,IT,2024-06-20
G45,039310,세중,IT,2024-06-20
G45,015710,코콤,IT,2024-06-20
G45,361670,삼영에스앤씨,IT,2024-06-20
G45,045510,정원엔시스,IT,2024-06-20
G45,032750,삼진,IT,2024-06-20
G45,224060,더코디,IT,2024-06-20
G45,031860,에스유홀딩스,IT,2024-06-20
G45,070300,엑스큐어,IT,2024-06-20
G45,083640,인콘,IT,2024-06-20
G45,076610,해성옵틱스,IT,2024-06-20
G45,184230,SGA솔루션즈,IT,2024-06-20
G45,037400,우리엔터프라이즈,IT,2024-06-20
G45,373200,엑스플러스,IT,2024-06-20
G45,006200,한국전자홀딩스,IT,2024-06-20
G45,075130,플랜티넷,IT,2024-06-20
G45,187270,신화콘텍,IT,2024-06-20
G45,054090,삼진엘앤디,IT,2024-06-20
G45,072950,빛샘전자,IT,2024-06-20
G45,391710,코닉오토메이션,IT,2024-06-20
G45,347860,알체라,IT,2024-06-20
G45,101400,엔시트론,IT,2024-06-20
G45,007120,미래아이앤지,IT,2024-06-20
G45,331380,포커스에이치엔에스,IT,2024-06-20
G45,123010,아이윈플러스,IT,2024-06-20
G45,079190,케스피온,IT,2024-06-20
G45,066900,디에이피,IT,2024-06-20
G45,054940,엑사이엔씨,IT,2024-06-20
G45,038950,파인디지털,IT,2024-06-20
G45,040160,누리플렉스,IT,2024-06-20
G45,148250,알엔투테크놀로지,IT,2024-06-20
G45,198080,엔피디,IT,2024-06-20
G45,115530,씨엔플러스,IT,2024-06-20
G45,014910,성문전자,IT,2024-06-20
G45,430690,한싹,IT,2024-06-20
G45,028080,휴맥스홀딩스,IT,2024-06-20
G45,296640,이노룰스,IT,2024-06-20
G45,351320,에스에이티이엔지,IT,2024-06-20
G45,062970,피피아이,IT,2024-06-20
G45,376290,씨유테크,IT,2024-06-20
G45,045300,성우테크론,IT,2024-06-20
G45,035460,기산텔레콤,IT,2024-06-20
G45,348350,위드텍,IT,2024-06-20
G45,063760,이엘피,IT,2024-06-20
G45,092600,앤씨앤,IT,2024-06-20
G45,121850,코이즈,IT,2024-06-20
G45,290270,휴네시온,IT,2024-06-20
G45,016920,카스,IT,2024-06-20
G45,276040,스코넥,IT,2024-06-20
G45,232830,시큐센,IT,2024-06-20
G45,258790,소프트캠프,IT,2024-06-20
G45,417860,오브젠,IT,2024-06-20
G45,001210,금호전기,IT,2024-06-20
G45,356890,싸이버원,IT,2024-06-20
G45,208350,지란지교시큐리티,IT,2024-06-20
G45,091340,S&K폴리텍,IT,2024-06-20
G45,290520,신도기연,IT,2024-06-20
G45,131180,딜리,IT,2024-06-20
G45,380540,옵티코어,IT,2024-06-20
G45,064520,테크엘,IT,2024-06-20
G45,065770,CS,IT,2024-06-20
G45,079970,투비소프트,IT,2024-06-20
G45,137940,넥스트아이,IT,2024-06-20
G45,044380,주연테크,IT,2024-06-20
G45,089150,케이씨티,IT,2024-06-20
G45,312610,에이에프더블류,IT,2024-06-20
G45,307870,비투엔,IT,2024-06-20
G45,332370,아이디피,IT,2024-06-20
G45,085810,알티캐스트,IT,2024-06-20
G45,215790,이노인스트루먼트,IT,2024-06-20
G45,079950,인베니아,IT,2024-06-20
G45,153460,네이블,IT,2024-06-20
G45,054220,비츠로시스,IT,2024-06-20
G45,016670,디모아,IT,2024-06-20
G45,452160,제이엔비,IT,2024-06-20
G45,027040,서울전자통신,IT,2024-06-20
G45,333050,모코엠시스,IT,2024-06-20
G45,017250,인터엠,IT,2024-06-20
G45,250930,예선테크,IT,2024-06-20
G45,106240,파인테크닉스,IT,2024-06-20
G45,291810,핀텔,IT,2024-06-20
G45,328380,솔트웨어,IT,2024-06-20
G45,069330,유아이디,IT,2024-06-20
G45,009140,경인전자,IT,2024-06-20
G45,373170,엠아이큐브솔루션,IT,2024-06-20
G45,169330,엠브레인,IT,2024-06-20
G45,096870,엘디티,IT,2024-06-20
G45,073540,에프알텍,IT,2024-06-20
G45,001000,신라섬유,IT,2024-06-20
G45,032960,동일기연,IT,2024-06-20
G45,070590,한솔인티큐브,IT,2024-06-20
G45,043590,웰킵스하이텍,IT,2024-06-20
G45,127980,화인써키트,IT,2024-06-20
G45,067770,세진티에스,IT,2024-06-20
G45,043360,디지아이,IT,2024-06-20
G45,067730,로지시스,IT,2024-06-20
G45,321260,프로이천,IT,2024-06-20
G45,424760,벨로크,IT,2024-06-20
G45,275630,에스에스알,IT,2024-06-20
G45,192410,휴림네트웍스,IT,2024-06-20
G45,019490,하이트론,IT,2024-06-20
G45,372800,아이티아이즈,IT,2024-06-20
G45,290560,신시웨이,IT,2024-06-20
G45,065690,파커스,IT,2024-06-20
G45,033200,모아텍,IT,2024-06-20
