epoch,step,train_loss_epoch,train_loss_step,val_MAE,val_MAPE,val_MASE,val_RMSE,val_SMAPE,val_loss
5,2149,,158.43344116210938,,,,,,
5,2199,,166.44976806640625,,,,,,
5,2249,,168.98077392578125,,,,,,
5,2299,,168.89312744140625,,,,,,
5,2349,,170.884765625,,,,,,
5,2399,,144.24937438964844,,,,,,
5,2449,,144.11175537109375,,,,,,
5,2499,,142.7506561279297,,,,,,
5,2549,,143.57627868652344,,,,,,
5,2549,,,2.30314302444458,0.01381510216742754,1.0458662509918213,5.966940879821777,0.01384818833321333,158.3106689453125
5,2549,155.91436767578125,,,,,,,
6,2599,,168.11114501953125,,,,,,
6,2649,,151.867431640625,,,,,,
6,2699,,168.2530517578125,,,,,,
6,2749,,169.548095703125,,,,,,
6,2799,,137.2058868408203,,,,,,
6,2849,,134.6855926513672,,,,,,
6,2899,,136.99708557128906,,,,,,
6,2949,,145.52105712890625,,,,,,
6,2974,,,2.2803337574005127,0.013712878338992596,1.0428277254104614,5.985593795776367,0.013748494908213615,158.0318603515625
6,2974,155.76332092285156,,,,,,,
7,2999,,135.75682067871094,,,,,,
7,3049,,139.15728759765625,,,,,,
7,3099,,168.9406280517578,,,,,,
7,3149,,147.23634338378906,,,,,,
7,3199,,148.5159149169922,,,,,,
7,3249,,152.75099182128906,,,,,,
7,3299,,156.32078552246094,,,,,,
7,3349,,138.33802795410156,,,,,,
7,3399,,139.8251953125,,,,,,
7,3399,,,2.2510762214660645,0.013680297881364822,1.0341888666152954,5.781127452850342,0.013711418025195599,158.13734436035156
7,3399,155.4503631591797,,,,,,,
8,3449,,150.0511016845703,,,,,,
8,3499,,135.1177978515625,,,,,,
8,3549,,138.84039306640625,,,,,,
8,3599,,147.67440795898438,,,,,,
8,3649,,136.6834716796875,,,,,,
8,3699,,167.70889282226562,,,,,,
8,3749,,149.35989379882812,,,,,,
8,3799,,160.46609497070312,,,,,,
8,3824,,,2.230844259262085,0.0134561937302351,1.0210329294204712,5.823423862457275,0.013487410731613636,157.11013793945312
8,3824,155.19618225097656,,,,,,,
9,3849,,135.26988220214844,,,,,,
9,3899,,167.3887176513672,,,,,,
9,3949,,139.1814422607422,,,,,,
9,3999,,160.97764587402344,,,,,,
9,4049,,141.060791015625,,,,,,
9,4099,,133.1814727783203,,,,,,
9,4149,,162.4728546142578,,,,,,
9,4199,,239.18997192382812,,,,,,
9,4249,,138.0719757080078,,,,,,
9,4249,,,2.2831718921661377,0.013897614553570747,1.0496095418930054,5.844701290130615,0.013928446918725967,157.2557373046875
9,4249,154.92984008789062,,,,,,,
10,4299,,152.8070068359375,,,,,,
10,4349,,136.66297912597656,,,,,,
10,4399,,228.80577087402344,,,,,,
10,4449,,161.2865447998047,,,,,,
10,4499,,134.5717010498047,,,,,,
10,4549,,137.6510772705078,,,,,,
10,4599,,143.03981018066406,,,,,,
10,4649,,257.5558166503906,,,,,,
10,4674,,,2.2342560291290283,0.013658329844474792,1.0317740440368652,5.778940677642822,0.013687096536159515,157.99423217773438
10,4674,154.701904296875,,,,,,,
11,4699,,149.01869201660156,,,,,,
11,4749,,149.70919799804688,,,,,,
11,4799,,145.0434112548828,,,,,,
11,4849,,143.69918823242188,,,,,,
11,4899,,151.97071838378906,,,,,,
11,4949,,168.68109130859375,,,,,,
11,4999,,171.2821807861328,,,,,,
11,5049,,136.86972045898438,,,,,,
11,5099,,156.7066650390625,,,,,,
11,5099,,,2.256354808807373,0.013663267716765404,1.036812424659729,5.786617279052734,0.013703516684472561,157.3044891357422
11,5099,154.56777954101562,,,,,,,
12,5149,,160.05844116210938,,,,,,
12,5199,,149.4949188232422,,,,,,
12,5249,,144.86968994140625,,,,,,
12,5299,,238.56875610351562,,,,,,
12,5349,,150.61172485351562,,,,,,
12,5399,,139.8499298095703,,,,,,
12,5449,,149.035400390625,,,,,,
12,5499,,138.33279418945312,,,,,,
12,5524,,,2.2496910095214844,0.013723455369472504,1.0391231775283813,5.823375701904297,0.013752732425928116,156.87405395507812
12,5524,154.35122680664062,,,,,,,
13,5549,,184.196044921875,,,,,,
13,5599,,183.4488067626953,,,,,,
13,5649,,138.8419647216797,,,,,,
13,5699,,139.10423278808594,,,,,,
13,5749,,151.677001953125,,,,,,
13,5799,,157.16552734375,,,,,,
13,5849,,183.51058959960938,,,,,,
13,5899,,164.9722900390625,,,,,,
13,5949,,160.19866943359375,,,,,,
13,5949,,,2.2215969562530518,0.013572261668741703,1.030718207359314,5.767203330993652,0.013601371087133884,157.1519012451172
13,5949,154.15931701660156,,,,,,,
14,5999,,158.42381286621094,,,,,,
14,6049,,142.19146728515625,,,,,,
14,6099,,135.8894805908203,,,,,,
14,6149,,136.8898162841797,,,,,,
14,6199,,137.15541076660156,,,,,,
14,6249,,156.89280700683594,,,,,,
14,6299,,150.82496643066406,,,,,,
14,6349,,230.18994140625,,,,,,
14,6374,,,2.246821165084839,0.013672001659870148,1.0329028367996216,5.818436622619629,0.013707824982702732,157.47100830078125
14,6374,153.9064483642578,,,,,,,
15,6399,,143.3020782470703,,,,,,
15,6449,,129.22640991210938,,,,,,
15,6499,,144.84170532226562,,,,,,
15,6549,,185.51263427734375,,,,,,
15,6599,,146.449462890625,,,,,,
15,6649,,137.88414001464844,,,,,,
15,6699,,166.16648864746094,,,,,,
15,6749,,173.66770935058594,,,,,,
15,6799,,152.61688232421875,,,,,,
15,6799,,,2.2706429958343506,0.013857903890311718,1.0467863082885742,5.81266975402832,0.013885498046875,157.2519073486328
15,6799,153.779052734375,,,,,,,
16,6849,,138.2140350341797,,,,,,
16,6899,,134.810546875,,,,,,
16,6949,,136.9942169189453,,,,,,
16,6999,,149.12020874023438,,,,,,
16,7049,,136.6268310546875,,,,,,
16,7099,,149.07542419433594,,,,,,
16,7149,,143.7217254638672,,,,,,
16,7199,,137.24139404296875,,,,,,
16,7224,,,2.232539176940918,0.01361893117427826,1.0290335416793823,5.6451416015625,0.013651330024003983,156.6669921875
16,7224,153.57867431640625,,,,,,,
17,7249,,149.67674255371094,,,,,,
17,7299,,144.658447265625,,,,,,
17,7349,,148.7355194091797,,,,,,
17,7399,,241.6802215576172,,,,,,
17,7449,,166.71701049804688,,,,,,
17,7499,,137.52545166015625,,,,,,
17,7549,,141.46548461914062,,,,,,
17,7599,,161.4764404296875,,,,,,
17,7649,,146.6207275390625,,,,,,
17,7649,,,2.2559239864349365,0.013708843849599361,1.0336341857910156,5.823561191558838,0.013737432658672333,156.76771545410156
17,7649,153.4191436767578,,,,,,,
18,7699,,149.2532196044922,,,,,,
18,7749,,169.42892456054688,,,,,,
18,7799,,136.31500244140625,,,,,,
18,7849,,136.56539916992188,,,,,,
18,7899,,136.95648193359375,,,,,,
18,7949,,167.4994659423828,,,,,,
18,7999,,155.08755493164062,,,,,,
18,8049,,143.8722686767578,,,,,,
18,8074,,,2.305521011352539,0.014029455371201038,1.0655882358551025,5.921827793121338,0.014069383032619953,156.18936157226562
18,8074,153.2770233154297,,,,,,,
19,8099,,137.69908142089844,,,,,,
19,8149,,172.00778198242188,,,,,,
19,8199,,185.50115966796875,,,,,,
19,8249,,142.6056365966797,,,,,,
19,8299,,147.37391662597656,,,,,,
19,8349,,129.1088104248047,,,,,,
19,8399,,143.67063903808594,,,,,,
19,8449,,146.09149169921875,,,,,,
19,8499,,137.3852996826172,,,,,,
19,8499,,,2.2260642051696777,0.013391098007559776,1.0129220485687256,5.800230503082275,0.013420055620372295,156.30105590820312
19,8499,153.18862915039062,,,,,,,
20,8549,,140.13548278808594,,,,,,
20,8599,,158.15838623046875,,,,,,
20,8649,,168.01173400878906,,,,,,
20,8699,,171.5435333251953,,,,,,
20,8749,,134.42295837402344,,,,,,
20,8799,,163.55868530273438,,,,,,
20,8849,,136.98519897460938,,,,,,
20,8899,,145.21836853027344,,,,,,
20,8924,,,2.2401249408721924,0.01357754971832037,1.0309187173843384,5.7208757400512695,0.013607612811028957,156.2158203125
20,8924,152.9578094482422,,,,,,,
21,8949,,136.43130493164062,,,,,,
21,8999,,137.2530517578125,,,,,,
21,9049,,144.65904235839844,,,,,,
21,9099,,148.26226806640625,,,,,,
21,9149,,157.94113159179688,,,,,,
21,9199,,146.68597412109375,,,,,,
21,9249,,159.5706329345703,,,,,,
21,9299,,130.58999633789062,,,,,,
21,9349,,133.6651153564453,,,,,,
21,9349,,,2.2627804279327393,0.013818072155117989,1.0435272455215454,5.824558734893799,0.01385491993278265,155.77206420898438
21,9349,152.85122680664062,,,,,,,
22,9399,,137.76193237304688,,,,,,
22,9449,,165.9261932373047,,,,,,
22,9499,,136.2337646484375,,,,,,
22,9549,,140.23968505859375,,,,,,
22,9599,,168.33978271484375,,,,,,
22,9649,,143.31996154785156,,,,,,
22,9699,,179.8650665283203,,,,,,
22,9749,,136.21534729003906,,,,,,
22,9774,,,2.2580044269561768,0.013710188679397106,1.0380076169967651,5.784816265106201,0.013737521134316921,156.54879760742188
22,9774,152.65818786621094,,,,,,,
23,9799,,137.12530517578125,,,,,,
23,9849,,141.0699920654297,,,,,,
23,9899,,141.53541564941406,,,,,,
23,9949,,144.342041015625,,,,,,
23,9999,,157.01438903808594,,,,,,
23,10049,,135.85586547851562,,,,,,
23,10099,,154.4019775390625,,,,,,
23,10149,,162.7182159423828,,,,,,
23,10199,,167.07850646972656,,,,,,
23,10199,,,2.262497901916504,0.013716884888708591,1.0392849445343018,5.873193264007568,0.013760405592620373,156.28431701660156
23,10199,152.54302978515625,,,,,,,
24,10249,,133.9451141357422,,,,,,
24,10299,,177.1613006591797,,,,,,
24,10349,,157.82810974121094,,,,,,
24,10399,,141.03550720214844,,,,,,
24,10449,,164.10415649414062,,,,,,
24,10499,,171.09201049804688,,,,,,
24,10549,,147.48219299316406,,,,,,
24,10599,,148.5528564453125,,,,,,
24,10624,,,2.251389265060425,0.013680251315236092,1.0350993871688843,5.788849830627441,0.013721930794417858,156.14682006835938
24,10624,152.44114685058594,,,,,,,
25,10649,,136.58914184570312,,,,,,
25,10699,,146.7586669921875,,,,,,
25,10749,,165.98028564453125,,,,,,
25,10799,,149.937744140625,,,,,,
25,10849,,161.6059112548828,,,,,,
25,10899,,139.7550506591797,,,,,,
25,10949,,131.150390625,,,,,,
25,10999,,137.0402374267578,,,,,,
25,11049,,163.38446044921875,,,,,,
25,11049,,,2.261028528213501,0.013784322887659073,1.0445905923843384,5.815457820892334,0.013825962319970131,156.45323181152344
25,11049,152.31350708007812,,,,,,,
26,11099,,149.3043670654297,,,,,,
26,11149,,148.9339141845703,,,,,,
26,11199,,164.63848876953125,,,,,,
26,11249,,153.58737182617188,,,,,,
26,11299,,134.54669189453125,,,,,,
26,11349,,158.45526123046875,,,,,,
26,11399,,136.60791015625,,,,,,
26,11449,,136.5520477294922,,,,,,
26,11474,,,2.287386417388916,0.013824976980686188,1.047308325767517,5.906988143920898,0.013858136720955372,156.22314453125
26,11474,152.24819946289062,,,,,,,
27,11499,,154.85171508789062,,,,,,
27,11549,,163.04954528808594,,,,,,
27,11599,,135.32260131835938,,,,,,
27,11649,,168.52674865722656,,,,,,
27,11699,,165.99473571777344,,,,,,
27,11749,,143.71871948242188,,,,,,
27,11799,,137.01722717285156,,,,,,
27,11849,,141.6420135498047,,,,,,
27,11899,,163.7378692626953,,,,,,
27,11899,,,2.241468667984009,0.013573819771409035,1.0275421142578125,5.783371925354004,0.013605802319943905,156.31031799316406
27,11899,152.093994140625,,,,,,,
28,11949,,176.39996337890625,,,,,,
28,11999,,163.58505249023438,,,,,,
28,12049,,182.4673309326172,,,,,,
28,12099,,135.45697021484375,,,,,,
28,12149,,149.2130584716797,,,,,,
28,12199,,146.4157257080078,,,,,,
28,12249,,159.069091796875,,,,,,
28,12299,,143.17562866210938,,,,,,
28,12324,,,2.2278025150299072,0.013701632618904114,1.0367236137390137,5.702601909637451,0.013740711845457554,156.1477813720703
28,12324,151.9448699951172,,,,,,,
29,12349,,169.85838317871094,,,,,,
29,12399,,155.66458129882812,,,,,,
29,12449,,183.37078857421875,,,,,,
29,12499,,145.24526977539062,,,,,,
29,12549,,180.5941925048828,,,,,,
29,12599,,143.63967895507812,,,,,,
29,12649,,182.26364135742188,,,,,,
29,12699,,135.4539031982422,,,,,,
29,12749,,149.34205627441406,,,,,,
29,12749,,,2.2520649433135986,0.013733086176216602,1.0375179052352905,5.764206886291504,0.013759352266788483,156.22622680664062
29,12749,151.93099975585938,,,,,,,
